t,case_id,I_T,disp_vol,KB,KG,FSC,BM,KM,GM,delta,GM_eff,classical_GM_sign,GM_safe,a,r,s,SSB_status,PHASE3_envelope
253,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
254,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
255,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
256,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
257,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
258,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
259,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.100000000000025,DENY,DENY_FINAL
260,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.200000000000024,DENY,DENY_FINAL
261,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.300000000000024,DENY,DENY_FINAL
262,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.400000000000023,DENY,DENY_FINAL
263,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.500000000000023,DENY,DENY_FINAL
264,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.600000000000023,DENY,DENY_FINAL
265,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.700000000000022,DENY,DENY_FINAL
266,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.800000000000022,DENY,DENY_FINAL
267,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
268,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
269,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
270,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
271,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
272,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
273,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
274,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
275,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
276,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
277,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
278,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
279,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,9.800000000000022,DENY,DENY_FINAL
280,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,9.900000000000022,DENY,DENY_FINAL
281,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.000000000000021,DENY,DENY_FINAL
282,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.100000000000021,DENY,DENY_FINAL
283,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.20000000000002,DENY,DENY_FINAL
284,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.30000000000002,DENY,DENY_FINAL
285,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.40000000000002,DENY,DENY_FINAL
286,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.50000000000002,DENY,DENY_FINAL
287,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
288,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
289,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
290,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
291,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
292,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
293,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
294,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
295,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
296,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
297,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
298,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
299,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,10.50000000000002,DENY,DENY_FINAL
300,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.60000000000002,DENY,DENY_FINAL
301,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.700000000000019,DENY,DENY_FINAL
302,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.800000000000018,DENY,DENY_FINAL
303,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,10.900000000000018,DENY,DENY_FINAL
304,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.000000000000018,DENY,DENY_FINAL
305,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.100000000000017,DENY,DENY_FINAL
306,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.200000000000017,DENY,DENY_FINAL
307,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
308,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
309,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
310,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
311,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
312,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
313,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
314,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
315,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
316,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
317,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
318,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
319,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.200000000000017,DENY,DENY_FINAL
320,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.300000000000017,DENY,DENY_FINAL
321,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.400000000000016,DENY,DENY_FINAL
322,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.500000000000016,DENY,DENY_FINAL
323,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.600000000000016,DENY,DENY_FINAL
324,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.700000000000015,DENY,DENY_FINAL
325,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.800000000000015,DENY,DENY_FINAL
326,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,11.900000000000015,DENY,DENY_FINAL
327,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
328,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
329,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
330,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
331,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
332,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
333,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
334,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
335,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
336,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
337,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
338,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
339,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,11.900000000000015,DENY,DENY_FINAL
340,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.000000000000014,DENY,DENY_FINAL
341,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.100000000000014,DENY,DENY_FINAL
342,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.200000000000014,DENY,DENY_FINAL
343,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.300000000000013,DENY,DENY_FINAL
344,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.400000000000013,DENY,DENY_FINAL
345,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.500000000000012,DENY,DENY_FINAL
346,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.600000000000012,DENY,DENY_FINAL
347,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
348,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
349,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
350,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
351,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
352,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
353,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
354,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
355,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
356,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
357,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
358,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
359,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,12.600000000000012,DENY,DENY_FINAL
360,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.700000000000012,DENY,DENY_FINAL
361,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.800000000000011,DENY,DENY_FINAL
362,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,12.900000000000011,DENY,DENY_FINAL
363,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.00000000000001,DENY,DENY_FINAL
364,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.10000000000001,DENY,DENY_FINAL
365,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.20000000000001,DENY,DENY_FINAL
366,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.30000000000001,DENY,DENY_FINAL
367,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
368,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
369,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
370,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
371,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
372,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
373,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
374,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
375,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
376,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
377,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
378,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
379,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.0,0.16999999999999996,STABLE,0.15,1.0,0.0,13.30000000000001,DENY,DENY_FINAL
380,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.40000000000001,DENY,DENY_FINAL
381,CYCLIC_FATIGUE,3.6,8.0,0.55,0.8,0.03,0.45,1.0,0.19999999999999996,0.05,0.11999999999999995,STABLE,0.15,0.7999999999999997,0.2000000000000003,13.500000000000009,DENY,DENY_FINAL
